"time","jiangan","jianghan","qiaokou","hanyang","wuchang","qingshan","hongshan","dongxihu","caidian","jiangxia","huangpi","xinzhou","hannan","total"
"1522652400","100","147","55","123","149","38","120","81","36","49","25","0","5","928"
"1522656000","80","125","57","149","147","32","121","88","30","56","14","0","0","899"
"1522659600","69","119","53","103","127","25","99","64","25","45","14","1","0","744"
"1522663200","80","122","43","98","126","33","97","63","26","32","16","0","0","736"
"1522666800","77","121","42","111","125","30","100","74","28","41","16","0","2","767"
"1522670400","89","124","48","101","129","24","95","63","22","42","11","0","4","752"
"1522674000","71","106","41","102","113","26","107","59","15","41","16","0","3","700"
"1522677600","51","75","46","111","116","24","97","47","20","38","9","3","0","637"
"1522681200","45","55","37","69","80","20","59","28","13","20","6","0","0","432"
"1522684800","26","44","22","50","45","7","23","15","12","8","1","1","2","256"
"1522692000","16","15","2","8","12","1","15","11","2","14","3","0","0","99"
"1522688400","28","22","6","27","32","5","20","10","6","10","2","0","0","168"
"1522695600","5","8","1","12","11","0","7","1","4","6","0","0","0","55"
"1522699200","3","5","4","13","12","1","9","1","1","2","0","0","0","51"
"1522702800","12","20","4","16","15","3","13","13","1","7","4","1","0","109"
"1522706400","32","53","17","33","50","16","48","38","6","14","11","0","0","318"
"1522710000","57","97","45","76","109","26","91","45","15","29","15","0","0","605"
"1522713600","58","105","42","93","110","42","103","83","24","36","14","0","0","710"
"1522717200","90","158","42","93","148","35","138","88","22","60","19","1","1","895"
"1522720800","98","146","58","104","182","46","129","83","21","48","13","1","0","929"
"1522724400","107","166","57","127","195","51","136","94","17","65","30","0","0","1045"
"1522728000","121","174","45","113","179","43","159","71","22","63","14","0","2","1006"
"1522731600","99","148","47","114","171","51","147","90","20","66","15","2","1","971"
"1522735200","84","131","47","105","150","46","119","91","22","46","19","0","1","861"
"1522738800","82","137","50","114","176","35","130","89","19","53","19","0","0","904"
"1522746000","94","125","62","118","177","39","134","84","32","55","14","1","0","935"
"1522742400","87","153","47","114","172","52","165","82","23","60","14","0","0","969"
"1522749600","101","130","55","122","166","56","121","80","21","45","16","0","0","913"
"1522760400","97","137","46","119","157","37","100","74","15","36","14","0","0","832"
"1522756800","83","117","56","96","126","26","119","62","24","47","21","0","0","777"
"1522753200","104","134","34","93","145","46","121","91","22","46","18","0","1","855"
"1522764000","83","112","40","82","125","20","82","77","14","32","18","1","2","688"
"1522767600","50","85","30","73","89","15","60","61","11","38","9","2","1","524"
"1522771200","40","38","24","36","48","20","36","25","9","15","7","0","2","300"
"1522774800","18","23","10","17","29","6","20","12","7","8","4","0","1","155"
"1522778400","19","16","4","7","23","5","8","8","2","2","0","0","0","94"
"1522782000","5","9","3","12","17","4","16","3","1","4","2","0","0","76"
"1522789200","9","19","3","14","13","8","15","15","5","7","3","0","0","111"
"1522785600","3","5","1","12","12","0","11","5","1","3","2","0","0","55"
"1522792800","26","46","21","35","49","16","47","34","5","16","7","0","0","302"
"1522800000","65","134","56","123","153","55","132","69","33","47","17","0","3","887"
"1522796400","55","80","27","59","82","24","84","43","15","28","12","3","0","512"
"1522803600","98","152","43","139","175","50","146","86","29","52","20","1","2","993"
"1522807200","117","167","51","149","195","56","158","99","28","43","20","0","2","1085"
"1522810800","107","146","64","133","178","51","138","94","28","47","23","1","2","1012"
"1522814400","113","138","56","134","171","46","119","79","29","41","22","0","0","948"
"1522821600","96","135","50","112","178","53","133","86","29","52","18","3","0","945"
"1522818000","75","146","50","125","156","46","128","96","29","44","24","2","2","923"
"1522825200","95","134","59","123","142","66","142","99","32","50","24","1","1","968"
"1522836000","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"1522828800","25","49","30","46","52","22","57","48","11","28","6","0","0","374"
"1522846800","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1522857600","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"1522854000","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"1522864800","9","11","7","14","13","0","10","8","3","6","2","2","0","85"
"1522872000","8","11","4","10","9","3","17","2","2","15","0","0","0","81"
"1522868400","2","5","2","5","6","0","6","4","1","3","2","0","0","36"
"1522875600","10","18","9","17","17","9","26","11","3","9","4","0","0","133"
"1522879200","33","58","17","27","44","27","70","39","9","30","9","2","1","366"
"1522886400","43","82","45","78","93","37","110","63","29","49","26","4","0","659"
"1522882800","39","70","28","64","88","32","81","43","17","40","15","4","4","525"
"1522893600","67","93","40","91","139","42","112","61","20","35","17","3","2","722"
"1522890000","67","80","38","89","137","39","107","47","32","39","17","3","1","696"
"1522897200","102","133","47","103","151","47","102","56","21","33","18","1","3","817"
"1522900800","87","109","44","97","138","44","113","64","20","41","14","2","3","776"
"1522904400","78","121","51","79","141","43","96","73","13","24","16","1","0","736"
"1522908000","54","107","56","102","125","31","90","50","16","31","17","2","1","682"
"1522911600","79","90","34","88","125","35","67","49","15","19","13","0","2","616"
"1522915200","60","86","32","87","120","35","96","63","17","26","12","0","1","635"
"1522918800","46","78","30","81","93","28","79","43","18","33","7","1","0","537"
"1522926000","40","65","34","82","78","23","62","44","21","27","14","0","0","490"
"1522929600","41","50","27","61","68","5","69","35","20","33","13","0","1","423"
"1522922400","67","62","31","66","93","21","66","43","11","30","12","1","0","503"
"1522936800","30","46","27","42","61","16","40","29","10","15","2","1","0","319"
"1522933200","47","50","23","68","73","14","47","34","17","21","11","0","0","405"
"1522940400","21","31","14","23","43","15","37","20","3","20","3","0","1","231"
"1522944000","22","25","11","20","23","4","13","16","6","9","4","0","0","153"
"1522947600","17","22","3","11","18","2","12","18","2","5","2","0","0","112"
"1522951200","9","9","3","9","19","3","10","5","0","5","1","0","0","73"
"1522954800","8","8","3","7","11","2","8","4","1","1","1","0","0","54"
"1522958400","3","5","4","9","11","3","7","0","0","4","0","0","0","46"
"1522962000","8","11","4","7","11","3","12","6","3","6","3","0","0","74"
"1522965600","32","36","15","24","35","22","43","25","4","17","8","1","0","262"
