"time","jiangan","jianghan","qiaokou","hanyang","wuchang","qingshan","hongshan","dongxihu","caidian","jiangxia","huangpi","xinzhou","hannan","total"
"1519981200","54","55","24","52","61","38","51","38","15","24","14","0","0","426"
"1519984800","28","38","21","68","51","16","51","31","18","31","9","1","0","363"
"1519988400","52","63","27","56","55","15","56","34","12","21","5","0","1","397"
"1519992000","23","63","25","54","60","8","59","50","18","33","7","0","0","400"
"1519995600","39","58","28","54","73","27","42","44","12","16","8","1","2","404"
"1520006400","13","26","9","20","17","5","23","12","4","17","3","0","0","149"
"1520002800","21","33","12","36","38","6","23","23","6","11","3","0","0","212"
"1519999200","36","50","34","52","71","10","61","26","10","27","3","0","4","384"
"1520010000","9","14","6","9","12","4","21","8","0","9","4","0","0","96"
"1520017200","4","5","2","3","2","0","0","5","0","0","2","0","0","23"
"1520013600","5","4","3","4","10","0","6","3","1","1","0","0","0","37"
"1520024400","7","10","2","8","8","1","2","9","0","0","3","0","0","50"
"1520020800","0","5","3","8","6","0","2","2","0","0","0","0","0","26"
"1520028000","12","18","7","18","16","8","13","22","4","4","7","0","0","129"
"1520031600","31","48","7","25","44","10","38","35","9","9","5","1","0","262"
"1520035200","55","83","28","43","72","19","49","62","9","24","14","0","0","458"
"1520038800","69","98","24","44","102","22","59","58","8","20","16","0","0","520"
"1520046000","78","130","34","106","134","42","97","69","14","28","9","0","1","742"
"1520049600","90","121","25","67","130","34","98","58","9","41","11","0","1","685"
"1520042400","67","109","40","75","123","36","81","58","12","31","12","1","1","646"
"1520053200","68","82","27","73","123","43","112","54","13","37","9","1","0","642"
"1520056800","66","97","36","85","111","27","94","54","8","47","12","1","1","639"
"1520060400","65","83","26","62","111","35","93","45","15","33","10","0","0","578"
"1520064000","51","94","33","77","102","30","103","49","12","32","10","1","1","595"
"1520067600","53","82","28","66","72","24","88","53","14","54","10","0","1","545"
"1520071200","38","64","34","61","78","26","115","40","23","61","13","1","2","556"
"1520074800","50","86","34","94","95","20","89","59","31","44","15","1","0","618"
"1520082000","52","90","42","78","95","35","101","66","17","31","9","0","2","618"
"1520078400","63","86","39","84","83","29","94","50","19","40","13","0","0","600"
"1520085600","45","70","40","79","100","27","102","40","17","41","10","1","1","573"
"1520092800","43","65","25","52","63","19","30","40","7","19","9","0","0","372"
"1520089200","39","83","42","75","81","19","100","58","21","42","7","1","3","571"
"1520096400","31","36","15","25","25","10","23","22","2","9","6","0","0","204"
"1520100000","20","23","16","17","19","6","9","18","3","5","3","0","0","139"
"1520103600","7","16","3","7","11","2","4","9","0","2","1","0","0","62"
"1520107200","6","6","3","1","5","1","4","7","0","2","2","0","0","37"
"1520110800","6","12","3","3","13","2","8","8","0","1","4","0","0","60"
"1520114400","3","14","10","14","11","4","11","18","2","6","5","0","0","98"
"1520118000","10","39","16","29","42","5","22","19","5","7","6","0","0","200"
"1520121600","57","65","24","50","63","11","29","42","12","12","6","0","0","371"
"1520125200","46","95","41","60","85","20","70","51","9","26","9","0","0","512"
"1520128800","72","90","37","54","120","23","99","60","9","43","11","0","0","618"
"1520132400","55","107","45","85","115","22","96","54","14","48","11","1","0","653"
"1520139600","75","108","35","78","114","26","93","60","9","39","17","0","1","655"
"1520143200","82","90","34","72","125","42","112","71","8","43","18","0","1","698"
"1520136000","69","96","35","91","125","45","95","53","14","30","9","0","0","662"
"1520146800","75","96","28","81","113","32","85","48","21","40","10","2","1","632"
"1520150400","69","73","29","93","134","46","100","60","20","34","20","3","0","681"
"1520154000","60","86","21","78","97","39","124","51","16","49","14","1","1","637"
"1520157600","46","70","22","70","61","24","93","46","21","54","14","0","0","521"
"1520161200","57","75","40","85","76","28","83","68","19","35","9","1","1","577"
"1520164800","60","89","29","75","107","28","76","46","17","28","7","0","2","564"
"1520168400","65","82","31","57","65","14","56","53","11","35","20","0","1","490"
"1520172000","40","54","24","57","63","16","54","38","14","31","8","1","1","401"
"1520175600","21","43","24","45","52","7","41","32","11","21","8","1","0","306"
"1520182800","8","16","4","7","9","3","2","5","1","0","1","0","0","56"
"1520186400","5","6","4","5","4","2","1","5","1","1","1","0","0","35"
"1520179200","23","30","17","13","31","10","32","18","3","12","4","0","0","193"
"1520190000","0","6","1","3","2","0","0","6","0","1","2","0","0","21"
"1520193600","1","5","3","5","1","1","5","5","1","3","1","0","0","31"
"1520197200","5","16","4","10","9","4","9","10","1","3","2","1","0","74"
"1520200800","15","23","12","23","33","11","32","20","3","14","6","0","0","192"
"1520208000","31","79","45","102","62","35","87","39","26","34","9","0","0","549"
"1520204400","27","58","20","40","54","20","55","47","13","27","7","0","0","368"
"1520211600","75","173","25","81","109","34","88","76","70","40","13","0","0","784"
"1520215200","68","118","45","94","146","41","121","69","18","42","13","0","0","775"
"1520218800","74","99","38","88","124","36","106","52","14","35","11","0","0","677"
"1520222400","82","110","48","82","143","33","79","70","17","33","14","0","1","712"
"1520226000","69","114","43","94","108","44","95","76","15","36","14","0","3","711"
"1520229600","60","97","44","81","118","40","102","59","24","39","10","1","1","676"
"1520233200","53","87","37","80","109","29","119","60","22","59","11","0","0","666"
"1520236800","57","85","42","73","86","30","98","61","20","43","15","1","1","612"
"1520240400","56","88","35","77","83","28","78","60","21","43","11","0","0","580"
"1520251200","70","110","42","88","129","27","84","73","18","27","20","1","1","690"
"1520244000","57","85","29","71","74","34","95","56","24","46","14","1","0","586"
"1520247600","55","103","36","87","109","31","91","58","19","50","8","0","1","648"
"1520254800","68","109","34","90","137","26","86","75","16","23","15","0","1","680"
"1520258400","65","80","27","64","100","28","75","58","11","30","18","0","2","558"
"1520262000","51","70","33","68","70","28","55","44","15","21","9","1","1","466"
"1520265600","34","55","23","40","36","11","25","44","8","10","3","0","0","289"
"1520272800","8","12","4","5","12","3","7","10","1","1","2","0","0","65"
"1520269200","23","20","7","7","28","5","11","10","0","2","2","0","1","116"
"1520276400","0","3","2","6","1","0","1","1","3","1","0","0","0","18"
"1520280000","4","2","0","2","3","0","0","2","0","1","3","0","0","17"
"1520283600","14","18","4","5","13","6","7","10","0","1","2","0","0","80"
"1520294400","53","108","42","66","87","32","84","80","17","42","5","0","0","616"
"1520290800","32","48","16","37","44","23","61","40","11","24","8","1","0","345"
"1520287200","11","24","12","29","25","13","19","27","9","5","7","0","0","181"
"1520298000","80","107","36","89","111","35","94","72","31","41","19","1","1","717"
"1520301600","76","134","43","96","121","19","85","79","15","29","13","0","0","710"
"1520305200","71","123","58","109","121","31","76","71","29","28","14","0","0","731"
"1520308800","77","103","58","102","105","27","87","71","25","43","14","0","1","713"
"1520312400","78","136","33","82","104","18","85","71","23","46","11","0","1","688"
"1520316000","73","110","38","99","105","39","83","60","25","29","12","0","1","674"
"1520319600","64","111","48","100","114","44","83","80","19","31","21","1","0","716"
"1520323200","61","77","51","81","89","37","89","60","22","39","11","0","1","618"
"1520326800","52","81","26","53","72","28","66","56","13","35","8","1","0","491"
"1520330400","56","67","35","63","82","30","59","50","18","30","10","0","0","500"
"1520337600","52","75","46","91","78","24","73","43","20","31","10","0","1","544"
"1520334000","54","93","38","71","71","29","55","53","10","30","7","0","1","512"
"1520341200","64","75","34","84","76","23","48","48","15","23","11","0","1","502"
"1520344800","46","70","36","50","67","13","43","45","12","16","7","1","0","406"
"1520348400","35","42","19","43","34","11","32","23","8","16","4","0","1","268"
"1520352000","16","29","19","26","21","2","12","19","4","4","4","1","1","158"
"1520359200","2","10","5","10","4","0","4","4","1","2","0","0","0","42"
"1520355600","5","13","4","8","9","0","1","11","2","0","3","0","0","56"
"1520362800","6","5","0","4","6","0","5","5","0","5","3","0","0","39"
"1520366400","1","4","2","7","6","1","1","1","1","0","0","0","0","24"
"1520370000","6","14","3","14","10","1","10","16","4","5","7","0","0","90"
"1520373600","17","21","8","15","27","17","28","21","3","11","7","0","0","175"
"1520377200","22","56","29","40","52","24","42","28","13","20","2","0","0","328"
"1520380800","57","91","26","78","90","33","82","72","32","21","13","1","0","596"
"1520384400","79","122","32","90","142","33","93","76","23","25","16","0","0","731"
"1520388000","77","113","44","96","137","36","77","66","24","19","7","2","1","699"
"1520391600","72","123","37","100","130","40","77","72","34","29","16","0","0","730"
"1520395200","61","122","41","92","125","29","71","83","25","20","12","1","0","682"
"1520402400","69","132","47","91","101","38","93","83","32","40","14","0","0","740"
"1520398800","65","108","51","83","98","30","88","88","21","34","16","0","1","683"
"1520406000","50","91","46","86","121","34","93","69","25","30","15","1","0","661"
"1520409600","69","111","36","91","112","28","92","70","27","27","14","0","1","678"
"1520413200","66","86","40","60","110","36","88","56","13","33","11","0","0","599"
"1520420400","66","102","46","74","103","24","71","63","16","30","13","1","1","610"
"1520424000","62","92","33","93","99","17","62","46","26","18","13","0","0","561"
"1520416800","76","89","31","71","91","21","71","64","14","47","6","0","0","581"
"1520427600","55","68","34","82","79","18","66","55","20","28","21","0","1","527"
"1520431200","53","91","31","73","91","16","55","57","20","24","8","0","1","520"
"1520434800","30","63","28","59","36","7","37","42","15","23","5","0","2","347"
"1520438400","23","30","7","14","25","2","12","27","3","6","7","0","0","156"
"1520445600","11","12","5","8","11","3","1","6","4","1","1","0","0","63"
"1520442000","13","12","1","5","11","2","11","7","0","6","1","0","0","69"
"1520449200","0","3","1","5","3","0","1","1","0","0","1","1","0","16"
"1520452800","2","3","4","4","5","0","4","2","0","2","1","0","0","27"
"1520456400","2","12","0","10","3","1","6","7","3","2","1","0","0","47"
"1520460000","13","26","9","21","23","6","18","23","7","8","6","0","0","160"
"1520467200","51","81","30","88","96","34","87","36","22","36","11","0","0","572"
"1520463600","42","55","28","54","63","17","46","42","8","20","5","0","0","380"
"1520470800","66","111","39","84","104","19","101","82","16","50","18","0","1","691"
"1520474400","78","134","43","84","145","40","127","60","26","51","11","1","1","801"
"1520478000","76","104","48","94","137","41","134","68","17","53","17","0","0","789"
"1520485200","74","107","54","89","137","40","98","57","17","39","12","1","0","725"
"1520481600","77","109","35","99","148","34","86","52","12","34","16","2","2","706"
"1520488800","83","118","44","108","137","46","94","75","18","35","13","0","1","772"
"1520492400","77","89","36","107","121","27","96","49","29","50","17","0","0","698"
"1520496000","97","136","41","101","141","34","89","91","40","25","20","1","1","817"
"1520499600","76","93","36","97","101","29","80","64","27","48","17","0","2","670"
"1520503200","67","82","41","79","103","27","104","59","34","52","8","1","0","657"
"1520506800","72","90","34","76","113","33","89","54","17","31","12","1","1","623"
"1520510400","74","107","44","89","120","25","95","59","24","36","11","0","0","684"
"1520514000","59","94","46","77","112","23","91","67","18","35","14","0","1","637"
"1520517600","51","77","41","72","85","17","76","43","11","34","13","0","1","521"
"1520521200","34","74","44","56","64","9","50","40","9","28","6","1","1","416"
"1520532000","8","11","2","7","8","0","4","4","0","3","4","0","0","51"
"1520524800","29","39","21","30","34","6","26","32","8","12","5","0","1","243"
"1520528400","19","23","7","9","26","3","12","20","2","8","3","1","0","133"
"1520535600","2","2","2","5","1","0","2","3","2","0","2","0","0","21"
"1520539200","4","2","0","2","6","0","3","2","2","0","1","0","0","22"
"1520542800","7","8","2","8","12","3","13","4","5","7","4","0","0","73"
"1520553600","64","98","28","71","125","32","161","56","13","42","81","0","0","771"
"1520546400","9","24","12","18","17","4","20","21","2","9","3","0","0","139"
"1520550000","37","60","21","50","60","15","54","31","8","26","4","0","0","366"
"1520557200","83","102","34","116","162","38","122","63","20","55","81","2","0","878"
"1520560800","100","119","50","88","154","37","123","62","25","43","18","0","0","819"
"1520564400","104","136","50","121","173","35","105","75","23","37","13","0","1","873"
"1520571600","71","110","45","107","130","37","108","61","27","35","13","0","0","744"
